Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst25,22,156.2,0.925
Standard,Inst25,23,166.3,0.896
Standard,Inst25,24,127.1,0.895
Standard,Inst25,25,163.4,0.864
Standard,Inst25,26,137.7,0.916
Standard,Inst25,27,98.88,0.883
Standard,Inst25,28,168.6,0.906
Standard,Inst25,29,151.5,0.918
Standard,Inst25,30,113.4,0.897
Standard,Inst26,1,126.5,0.935
Standard,Inst26,2,175.6,0.986
Standard,Inst26,3,187.1,0.94
Standard,Inst26,4,151.4,0.947
Standard,Inst26,5,155.7,0.906
Standard,Inst26,6,196.4,0.905
Standard,Inst26,7,151.9,0.919
Standard,Inst26,8,176,0.939
Standard,Inst26,9,145.5,0.924
Standard,Inst26,10,187.9,0.976
Standard,Inst26,11,158.5,0.937
Standard,Inst26,12,158,0.938
Standard,Inst26,13,167.2,0.939
Standard,Inst26,14,168.3,0.927
Standard,Inst26,15,220.7,0.938
Standard,Inst26,16,147.3,0.941
Standard,Inst26,17,208.8,0.912
Standard,Inst26,18,173.3,0.926
Standard,Inst26,19,202.3,0.882
Standard,Inst26,20,164.5,0.98
Standard,Inst26,21,182.6,0.934
Standard,Inst26,22,196.5,0.934
Standard,Inst26,23,159.2,0.914
Standard,Inst26,24,140.6,0.925
Standard,Inst26,25,183.6,0.913
Standard,Inst26,26,182,0.929
Standard,Inst26,27,197,0.927
Standard,Inst26,28,160.8,0.939
Standard,Inst26,29,205.5,0.891
Standard,Inst26,30,206.9,0.914
Standard,Inst27,1,179.8,0.93
Standard,Inst27,2,164.3,0.944
Standard,Inst27,3,181.5,0.942
Standard,Inst27,4,152.8,0.904
Standard,Inst27,5,166.6,0.901
Standard,Inst27,6,156.8,0.904
Standard,Inst27,7,137.1,0.917
Standard,Inst27,8,177.7,0.92
Standard,Inst27,9,199.4,0.897
Standard,Inst27,10,147.4,0.919
Standard,Inst27,11,185.1,0.946
Standard,Inst27,12,185.4,0.93
Standard,Inst27,13,142.1,0.934
Standard,Inst27,14,171.7,0.937
Standard,Inst27,15,173.7,0.928
Standard,Inst27,16,132.6,0.911
Standard,Inst27,17,144.6,0.929
Standard,Inst27,18,198.7,0.941
Standard,Inst27,19,156.2,0.916
Standard,Inst27,20,159.8,0.921
Standard,Inst27,21,163.7,0.928
Standard,Inst27,22,151.7,0.934
Standard,Inst27,23,172.6,0.904
Standard,Inst27,24,179.8,0.928
Standard,Inst27,25,163.7,0.916
Standard,Inst27,26,182.5,0.93
Standard,Inst27,27,139.9,0.915
Standard,Inst27,28,187.9,0.916
Standard,Inst27,29,176,0.934
Standard,Inst27,30,170.1,0.954
Standard,Inst28,1,224.8,0.886
Standard,Inst28,2,202,0.902
Standard,Inst28,3,185.1,0.915
Standard,Inst28,4,211.4,0.922
Standard,Inst28,5,204.2,0.883
Standard,Inst28,6,218,0.904
Standard,Inst28,7,212.7,0.908
Standard,Inst28,8,176.8,0.912
Standard,Inst28,9,225.7,0.9
Standard,Inst28,10,214.1,0.886
Standard,Inst28,11,202.6,0.896
Standard,Inst28,12,220.9,0.889
Standard,Inst28,13,231.4,0.903
Standard,Inst28,14,193.7,0.896
Standard,Inst28,15,205.4,0.893
Standard,Inst28,16,204.5,0.883
Standard,Inst28,17,211.5,0.913
Standard,Inst28,18,262.1,0.917
Standard,Inst28,19,180.3,0.894
Standard,Inst28,20,172.8,0.891
Standard,Inst28,21,227.5,0.907
Standard,Inst28,22,204.1,0.905
Standard,Inst28,23,223.2,0.94
Standard,Inst28,24,166.9,0.893
Standard,Inst28,25,188.4,0.917
Standard,Inst28,26,208.2,0.888
Standard,Inst28,27,184.4,0.883
Standard,Inst28,28,225.3,0.922
Standard,Inst28,29,154.3,0.884
Standard,Inst28,30,210.4,0.907
Standard,Inst29,1,233,0.883
Standard,Inst29,2,186.9,0.892
Standard,Inst29,3,239.4,0.913
Standard,Inst29,4,178.2,0.914
Standard,Inst29,5,202.2,0.904
Standard,Inst29,6,202.6,0.909
Standard,Inst29,7,189,0.869
Standard,Inst29,8,246.8,0.916
Standard,Inst29,9,201.9,0.889
Standard,Inst29,10,202.7,0.876
Standard,Inst29,11,232.9,0.862
Standard,Inst29,12,204,0.897
Standard,Inst29,13,194.6,0.889
Standard,Inst29,14,204.5,0.961
Standard,Inst29,15,237.3,0.867
Standard,Inst29,16,205.4,0.89
Standard,Inst29,17,208.6,0.882
Standard,Inst29,18,200,0.866
Standard,Inst29,19,215.5,0.922
Standard,Inst29,20,204.3,0.909
Standard,Inst29,21,175.2,0.857
Standard,Inst29,22,193.3,0.87
Standard,Inst29,23,198.6,0.903
Standard,Inst29,24,232.5,0.906
Standard,Inst29,25,211.4,0.912
Standard,Inst29,26,194.1,0.882
Standard,Inst29,27,216.5,0.903
Standard,Inst29,28,226.1,0.852
Standard,Inst29,29,193.2,0.875
Standard,Inst29,30,179.4,0.889
Standard,Inst30,1,177.5,0.874
Standard,Inst30,2,144.4,0.895
Standard,Inst30,3,123.8,0.907
Standard,Inst30,4,138.2,0.861
Standard,Inst30,5,133.8,0.883
Standard,Inst30,6,155.8,0.884
Standard,Inst30,7,160.9,0.873
Standard,Inst30,8,128.1,0.893
Standard,Inst30,9,152.2,0.903
Standard,Inst30,10,152.4,0.908
Standard,Inst30,11,134,0.868
Standard,Inst30,12,180.4,0.912
Standard,Inst30,13,154.8,0.9
Standard,Inst30,14,159,0.855
Standard,Inst30,15,110.1,0.902
Standard,Inst30,16,148.4,0.863
Standard,Inst30,17,146.1,0.886
Standard,Inst30,18,143.8,0.899
Standard,Inst30,19,152.7,0.864
Standard,Inst30,20,140.3,0.886
Standard,Inst30,21,120.2,0.898
Standard,Inst30,22,131.3,0.887
Standard,Inst30,23,123,0.875
Standard,Inst30,24,91.29,0.895
Standard,Inst30,25,145.5,0.894
Standard,Inst30,26,144.5,0.863
Standard,Inst30,27,134.6,0.866
Standard,Inst30,28,162.5,0.877
Standard,Inst30,29,133.7,0.901
Standard,Inst30,30,133.4,0.886
Standard,Inst31,1,164.1,0.885
Standard,Inst31,2,195.8,0.876
Standard,Inst31,3,168.9,0.911
Standard,Inst31,4,221.6,0.895
Standard,Inst31,5,194.5,0.916
Standard,Inst31,6,209.5,0.897
Standard,Inst31,7,186.8,0.904
Standard,Inst31,8,219.5,0.889
Standard,Inst31,9,201.8,0.935
Standard,Inst31,10,224.7,0.902
Standard,Inst31,11,204.2,0.89
Standard,Inst31,12,192.9,0.887
Standard,Inst31,13,175.5,0.928
Standard,Inst31,14,208.6,0.955
Standard,Inst31,15,172.2,0.905
Standard,Inst31,16,199.9,0.882
Standard,Inst31,17,202.4,0.884
Standard,Inst31,18,202.6,0.886
Standard,Inst31,19,199,0.916
Standard,Inst31,20,210.7,0.918
Standard,Inst31,21,229.4,0.886
Standard,Inst31,22,224.8,0.942
Standard,Inst31,23,185.1,0.877
Standard,Inst31,24,152.6,0.877
Standard,Inst31,25,197,0.859
Standard,Inst31,26,189.9,0.906
Standard,Inst31,27,204.4,0.938
Standard,Inst31,28,168.3,0.881
Standard,Inst31,29,189.2,0.919
Standard,Inst31,30,172.9,0.917
Standard,Inst32,1,170.5,0.913
Standard,Inst32,2,176.3,0.87
Standard,Inst32,3,195.8,0.916
Standard,Inst32,4,217.1,0.889
Standard,Inst32,5,197.9,0.879
Standard,Inst32,6,185.8,0.887
Standard,Inst32,7,186.7,0.929
Standard,Inst32,8,206.1,0.883
Standard,Inst32,9,201.5,0.94
Standard,Inst32,10,177.7,0.913
Standard,Inst32,11,188.4,0.894
Standard,Inst32,12,195.8,0.875
Standard,Inst32,13,161.4,0.929
Standard,Inst32,14,175.5,0.879
Standard,Inst32,15,203.9,0.875
Standard,Inst32,16,143.7,0.877
Standard,Inst32,17,207,0.913
Standard,Inst32,18,182.1,0.89
Standard,Inst32,19,207.2,0.861
Standard,Inst32,20,166.5,0.944
Standard,Inst32,21,199.2,0.906
Standard,Inst32,22,210.8,0.905
Standard,Inst32,23,200.4,0.894
Standard,Inst32,24,201.3,0.924
Standard,Inst32,25,199.9,0.89
Standard,Inst32,26,235,0.926
Standard,Inst32,27,166,0.926
Standard,Inst32,28,174.5,0.919
Standard,Inst32,29,192.9,0.949
Standard,Inst32,30,142.9,0.88
Standard,Inst33,1,125.2,0.895
Standard,Inst33,2,137,0.883
Standard,Inst33,3,125,0.914
Standard,Inst33,4,176.6,0.894
Standard,Inst33,5,131.6,0.894
Standard,Inst33,6,150.2,0.881
Standard,Inst33,7,98.07,0.912
Standard,Inst33,8,120.7,0.894
Standard,Inst33,9,145.8,0.885
Standard,Inst33,10,161.3,0.928
Standard,Inst33,11,172.6,0.938
Standard,Inst33,12,119.8,0.862
Standard,Inst33,13,87.67,0.923
Standard,Inst33,14,122.9,0.918
Standard,Inst33,15,129.7,0.864
Standard,Inst33,16,143.3,0.928
Standard,Inst33,17,144.1,0.874
Standard,Inst33,18,124.4,0.871
Standard,Inst33,19,144.8,0.903
Standard,Inst33,20,120,0.881
Standard,Inst33,21,140.8,0.899
Standard,Inst33,22,180.1,0.872
Standard,Inst33,23,137.7,0.914
Standard,Inst33,24,138.6,0.92
Standard,Inst33,25,128.7,0.926
Standard,Inst33,26,98.46,0.903
Standard,Inst33,27,153.1,0.89
Standard,Inst33,28,141.6,0.859
Standard,Inst33,29,151,0.913
Standard,Inst33,30,139.7,0.91
Standard,Inst34,1,164.2,0.905
Standard,Inst34,2,202.1,0.915
Standard,Inst34,3,183.5,0.896
Standard,Inst34,4,196.6,0.912
Standard,Inst34,5,218.1,0.932
Standard,Inst34,6,170.2,0.916
Standard,Inst34,7,205.8,0.892
Standard,Inst34,8,199.6,0.906
Standard,Inst34,9,181.3,0.903
Standard,Inst34,10,185.7,0.954
Standard,Inst34,11,200.6,0.94
Standard,Inst34,12,146.3,0.918
Standard,Inst34,13,191.2,0.952
Standard,Inst34,14,157.3,0.902
Standard,Inst34,15,142.7,0.883
Standard,Inst34,16,205.9,0.933
Standard,Inst34,17,193.9,0.935
Standard,Inst34,18,165.4,0.929
Standard,Inst34,19,168.7,0.896
Standard,Inst34,20,187.3,0.898
Standard,Inst34,21,170.8,0.892
Standard,Inst34,22,168.6,0.903
Standard,Inst34,23,175.1,0.914
Standard,Inst34,24,203.6,0.911
Standard,Inst34,25,190.5,0.941
Standard,Inst34,26,164.6,0.904
Standard,Inst34,27,197,0.906
Standard,Inst34,28,181.4,0.925
Standard,Inst34,29,155.7,0.91
Standard,Inst34,30,187.8,0.884
Standard,Inst35,1,187.3,0.852
Standard,Inst35,2,219.8,0.863
Standard,Inst35,3,219.4,0.843
Standard,Inst35,4,214.1,0.886
Standard,Inst35,5,236.7,0.881
Standard,Inst35,6,171.8,0.901
Standard,Inst35,7,177.6,0.849
Standard,Inst35,8,231.5,0.826
Standard,Inst35,9,237.4,0.862
Standard,Inst35,10,209,0.885
Standard,Inst35,11,196.9,0.834
Standard,Inst35,12,243.4,0.879
Standard,Inst35,13,151.9,0.885
Standard,Inst35,14,199.7,0.853
Standard,Inst35,15,211.8,0.835
Standard,Inst35,16,219.2,0.856
Standard,Inst35,17,208.7,0.871
Standard,Inst35,18,222.1,0.868
Standard,Inst35,19,249.4,0.894
Standard,Inst35,20,204.3,0.874
Standard,Inst35,21,224.2,0.907
Standard,Inst35,22,213.1,0.843
Standard,Inst35,23,189.8,0.863
Standard,Inst35,24,203.5,0.847
Standard,Inst35,25,259.8,0.867
Standard,Inst35,26,196,0.85
Standard,Inst35,27,202.8,0.855
Standard,Inst35,28,216.8,0.886
Standard,Inst35,29,195,0.86
Standard,Inst35,30,178.8,0.871
Standard,Inst36,1,147.9,0.903
Standard,Inst36,2,158.5,0.898
Standard,Inst36,3,148.3,0.883
Standard,Inst36,4,124,0.905
Standard,Inst36,5,143.7,0.88
Standard,Inst36,6,149.2,0.908
Standard,Inst36,7,156.2,0.91
Standard,Inst36,8,138.7,0.909
Standard,Inst36,9,157.7,0.884
Standard,Inst36,10,157.9,0.899
Standard,Inst36,11,182.3,0.919
Standard,Inst36,12,162.9,0.934
Standard,Inst36,13,170.9,0.91
Standard,Inst36,14,130.4,0.912
Standard,Inst36,15,150.5,0.903
Standard,Inst36,16,151.4,0.882
Standard,Inst36,17,123.1,0.939
Standard,Inst36,18,202,0.899
Standard,Inst36,19,162.2,0.903
Standard,Inst36,20,107.9,0.893
Standard,Inst36,21,144.2,0.928
Standard,Inst36,22,146.8,0.902
Standard,Inst36,23,170.1,0.878
Standard,Inst36,24,128.2,0.906
Standard,Inst36,25,172.3,0.905
Standard,Inst36,26,168.4,0.901
Standard,Inst36,27,177.8,0.888
Standard,Inst36,28,142.5,0.894
Standard,Inst36,29,123.1,0.908
Standard,Inst36,30,178.6,0.95
Standard,Inst37,1,159.6,0.896
Standard,Inst37,2,139.5,0.923
Standard,Inst37,3,172.5,0.875
Standard,Inst37,4,125.4,0.9
Standard,Inst37,5,172.5,0.911
Standard,Inst37,6,136.3,0.891
Standard,Inst37,7,163.8,0.914
Standard,Inst37,8,175.2,0.911
Standard,Inst37,9,193.3,0.89
Standard,Inst37,10,149.6,0.894
Standard,Inst37,11,157.4,0.87
Standard,Inst37,12,158.2,0.91
Standard,Inst37,13,152.8,0.874
Standard,Inst37,14,151,0.857
Standard,Inst37,15,162.5,0.883
Standard,Inst37,16,166.9,0.933
Standard,Inst37,17,174.4,0.899
Standard,Inst37,18,154,0.881
Standard,Inst37,19,150.9,0.888
Standard,Inst37,20,180.3,0.896
Standard,Inst37,21,187.6,0.89
Standard,Inst37,22,124,0.877
Standard,Inst37,23,140.2,0.888
Standard,Inst37,24,144.4,0.926
Standard,Inst37,25,130.6,0.9
Standard,Inst37,26,157.9,0.887
Standard,Inst37,27,147.3,0.841
Standard,Inst37,28,148.4,0.923
Standard,Inst37,29,172.5,0.892
Standard,Inst37,30,145.6,0.938
Standard,Inst38,1,158.2,0.863
Standard,Inst38,2,162.7,0.868
Standard,Inst38,3,138.6,0.86
Standard,Inst38,4,156.2,0.841
Standard,Inst38,5,151.4,0.846
Standard,Inst38,6,130.5,0.858
Standard,Inst38,7,148.5,0.846
Standard,Inst38,8,124.4,0.865
Standard,Inst38,9,167.3,0.843
Standard,Inst38,10,168.7,0.852
Standard,Inst38,11,126.5,0.867
Standard,Inst38,12,141.3,0.881
Standard,Inst38,13,193.1,0.861
Standard,Inst38,14,180,0.836
Standard,Inst38,15,168.2,0.849
Standard,Inst38,16,156.2,0.846
Standard,Inst38,17,180.9,0.873
Standard,Inst38,18,162.2,0.892
Standard,Inst38,19,166.3,0.854
Standard,Inst38,20,176.8,0.866
Standard,Inst38,21,151.2,0.867
Standard,Inst38,22,147.9,0.823
Standard,Inst38,23,142.7,0.83
Standard,Inst38,24,128.9,0.824
Standard,Inst38,25,167.1,0.848
Standard,Inst38,26,165.6,0.849
Standard,Inst38,27,172.1,0.847
Standard,Inst38,28,142,0.917
Standard,Inst38,29,146.1,0.854
Standard,Inst38,30,155.7,0.862
Standard,Inst39,1,172.4,0.959
Standard,Inst39,2,165,0.95
Standard,Inst39,3,208.5,0.929
Standard,Inst39,4,168.9,0.944
Standard,Inst39,5,182.1,0.904
Standard,Inst39,6,193.5,0.955
Standard,Inst39,7,193.1,0.939
Standard,Inst39,8,144.7,0.939
Standard,Inst39,9,165.4,0.938
Standard,Inst39,10,150,0.908
Standard,Inst39,11,161.4,0.937
Standard,Inst39,12,153.8,0.914
Standard,Inst39,13,206.7,0.954
Standard,Inst39,14,178.2,0.927
Standard,Inst39,15,172,0.924
Standard,Inst39,16,167.1,0.949
Standard,Inst39,17,190.3,0.962
Standard,Inst39,18,189.2,0.933
Standard,Inst39,19,155.8,0.946
Standard,Inst39,20,110.7,0.929
Standard,Inst39,21,147.6,0.915
Standard,Inst39,22,190.2,0.93
Standard,Inst39,23,209.9,0.951
Standard,Inst39,24,183,0.967
Standard,Inst39,25,151.6,0.942
Standard,Inst39,26,174.4,0.931
Standard,Inst39,27,196.1,0.942
Standard,Inst39,28,170.3,0.93
Standard,Inst39,29,171.1,0.936
Standard,Inst39,30,174.2,0.889
Standard,Inst40,1,175.2,0.899
Standard,Inst40,2,198,0.878
Standard,Inst40,3,226.2,0.896
Standard,Inst40,4,225.7,0.907
Standard,Inst40,5,190.9,0.921
Standard,Inst40,6,206.5,0.889
Standard,Inst40,7,220.7,0.905
Standard,Inst40,8,201.1,0.874
Standard,Inst40,9,183.1,0.897
Standard,Inst40,10,194.6,0.916
Standard,Inst40,11,182.3,0.894
Standard,Inst40,12,215.6,0.892
Standard,Inst40,13,201.1,0.869
Standard,Inst40,14,177.1,0.894
Standard,Inst40,15,180.5,0.875
Standard,Inst40,16,191,0.882
Standard,Inst40,17,197.7,0.866
Standard,Inst40,18,176.9,0.892
Standard,Inst40,19,228,0.864
Standard,Inst40,20,210.7,0.844
Standard,Inst40,21,217.1,0.911
Standard,Inst40,22,197.2,0.895
Standard,Inst40,23,218.2,0.898
Standard,Inst40,24,215.1,0.852
Standard,Inst40,25,206,0.891
Standard,Inst40,26,201.4,0.872
Standard,Inst40,27,210.9,0.881
Standard,Inst40,28,165,0.903
Standard,Inst40,29,144,0.893
Standard,Inst40,30,206.4,0.88
Standard,Inst41,1,149,0.928
Standard,Inst41,2,148.3,0.944
Standard,Inst41,3,175.8,0.909
Standard,Inst41,4,154.6,0.918
Standard,Inst41,5,148.5,0.956
Standard,Inst41,6,160.5,0.918
Standard,Inst41,7,203,0.944
Standard,Inst41,8,174.4,0.933
Standard,Inst41,9,145.5,0.952
Standard,Inst41,10,156.8,0.976
Standard,Inst41,11,176.8,0.917
Standard,Inst41,12,181.8,0.945
Standard,Inst41,13,141.3,0.926
Standard,Inst41,14,210.2,0.92
Standard,Inst41,15,185.2,0.932
Standard,Inst41,16,143.8,0.954
Standard,Inst41,17,175.3,0.918
Standard,Inst41,18,195.5,0.952
Standard,Inst41,19,166,0.914
Standard,Inst41,20,182.9,0.94
Standard,Inst41,21,154.2,0.943
Standard,Inst41,22,140.3,0.892
Standard,Inst41,23,141.9,0.948
Standard,Inst41,24,161.1,0.95
Standard,Inst41,25,202.6,0.947
Standard,Inst41,26,155.5,0.944
Standard,Inst41,27,167.4,0.942
Standard,Inst41,28,157.5,0.97
Standard,Inst41,29,152.9,0.93
Standard,Inst41,30,173.2,0.947
Standard,Inst42,1,195.9,0.891
Standard,Inst42,2,181.6,0.897
Standard,Inst42,3,188.2,0.874
Standard,Inst42,4,204.7,0.909
Standard,Inst42,5,146.9,0.866
Standard,Inst42,6,205.4,0.882
Standard,Inst42,7,195.5,0.887
Standard,Inst42,8,169.8,0.862
Standard,Inst42,9,175.7,0.838
Standard,Inst42,10,179.9,0.895
Standard,Inst42,11,215.9,0.869
Standard,Inst42,12,199.9,0.873
Standard,Inst42,13,201,0.878
Standard,Inst42,14,221.7,0.91
Standard,Inst42,15,170.4,0.882
Standard,Inst42,16,209.9,0.9
Standard,Inst42,17,222.7,0.866
Standard,Inst42,18,147.6,0.885
Standard,Inst42,19,160.8,0.874
Standard,Inst42,20,156.4,0.916
Standard,Inst42,21,205.6,0.878
Standard,Inst42,22,197.9,0.857
Standard,Inst42,23,212.6,0.854
Standard,Inst42,24,179.5,0.879
Standard,Inst42,25,200.9,0.911
Standard,Inst42,26,186.6,0.857
Standard,Inst42,27,192.9,0.823
Standard,Inst42,28,225.7,0.835
Standard,Inst42,29,147.2,0.887
Standard,Inst42,30,219.1,0.848
Standard,Inst43,1,220,0.856
Standard,Inst43,2,224.4,0.881
Standard,Inst43,3,189.1,0.897
Standard,Inst43,4,193.7,0.892
Standard,Inst43,5,214.3,0.903
Standard,Inst43,6,183,0.894
Standard,Inst43,7,203,0.862
Standard,Inst43,8,216.8,0.897
Standard,Inst43,9,187.6,0.923
Standard,Inst43,10,158.3,0.887
Standard,Inst43,11,201.2,0.875
Standard,Inst43,12,192.9,0.886
Standard,Inst43,13,172.9,0.884
Standard,Inst43,14,222.9,0.86
Standard,Inst43,15,209.2,0.901
Standard,Inst43,16,217.6,0.908
Standard,Inst43,17,203.8,0.881
Standard,Inst43,18,228.7,0.902
Standard,Inst43,19,209.2,0.871
Standard,Inst43,20,197.5,0.846
Standard,Inst43,21,211.8,0.89
Standard,Inst43,22,178.5,0.879
Standard,Inst43,23,208.1,0.871
Standard,Inst43,24,232.9,0.874
Standard,Inst43,25,195.2,0.915
Standard,Inst43,26,190.2,0.896
Standard,Inst43,27,174.6,0.884
Standard,Inst43,28,193.7,0.866
Standard,Inst43,29,200.5,0.873
Standard,Inst43,30,192.9,0.888
Standard,Inst44,1,201.6,0.826
Standard,Inst44,2,252.5,0.852
Standard,Inst44,3,225.1,0.86
Standard,Inst44,4,210.6,0.875
Standard,Inst44,5,218.8,0.846
Standard,Inst44,6,234.2,0.889
Standard,Inst44,7,207.5,0.87
Standard,Inst44,8,204,0.854
Standard,Inst44,9,230.3,0.867
Standard,Inst44,10,211.7,0.858
Standard,Inst44,11,198.9,0.89
Standard,Inst44,12,202.4,0.871
Standard,Inst44,13,209.5,0.874
Standard,Inst44,14,215.2,0.844
Standard,Inst44,15,212.9,0.895
Standard,Inst44,16,267.4,0.869
Standard,Inst44,17,234.4,0.888
Standard,Inst44,18,201.9,0.866
Standard,Inst44,19,209.5,0.901
Standard,Inst44,20,206.3,0.883
Standard,Inst44,21,206.5,0.844
Standard,Inst44,22,235.1,0.874
Standard,Inst44,23,197.5,0.886
Standard,Inst44,24,188.3,0.882
Standard,Inst44,25,165.8,0.851
Standard,Inst44,26,189.8,0.879
Standard,Inst44,27,230.7,0.884
Standard,Inst44,28,228.8,0.857
Standard,Inst44,29,225.6,0.842
Standard,Inst44,30,205.7,0.891
Standard,Inst45,1,208.1,0.895
Standard,Inst45,2,220.6,0.928
Standard,Inst45,3,191.7,0.874
Standard,Inst45,4,205.2,0.886
Standard,Inst45,5,201.1,0.895
Standard,Inst45,6,176.5,0.872
Standard,Inst45,7,203,0.869
Standard,Inst45,8,205.7,0.833
Standard,Inst45,9,219.3,0.879
Standard,Inst45,10,226.7,0.857
Standard,Inst45,11,189.4,0.88
Standard,Inst45,12,208.2,0.878
Standard,Inst45,13,212.8,0.886
Standard,Inst45,14,234,0.895
Standard,Inst45,15,210.7,0.888
Standard,Inst45,16,168,0.886
Standard,Inst45,17,183,0.932
Standard,Inst45,18,209.2,0.858
Standard,Inst45,19,224.3,0.904
Standard,Inst45,20,171.8,0.948
Standard,Inst45,21,198.5,0.897
Standard,Inst45,22,187.8,0.878
Standard,Inst45,23,208.2,0.847
Standard,Inst45,24,181.4,0.873
Standard,Inst45,25,196,0.886
Standard,Inst45,26,172.3,0.86
Standard,Inst45,27,195.7,0.917
Standard,Inst45,28,211.7,0.884
Standard,Inst45,29,228.6,0.892
Standard,Inst45,30,214.4,0.875
Standard,Inst46,1,135.4,0.947
Standard,Inst46,2,132.7,0.967
Standard,Inst46,3,125.2,0.968
Standard,Inst46,4,145.8,0.942
Standard,Inst46,5,139.9,0.912
Standard,Inst46,6,108.8,0.93
Standard,Inst46,7,168,0.967
Standard,Inst46,8,109,0.948
Standard,Inst46,9,164.2,0.963
Standard,Inst46,10,165.8,0.973
Standard,Inst46,11,171.1,0.903
Standard,Inst46,12,169.5,0.957
Standard,Inst46,13,146,0.918
Standard,Inst46,14,138.3,0.947
Standard,Inst46,15,170.5,0.936
Standard,Inst46,16,123.8,0.961
Standard,Inst46,17,177.7,0.946
Standard,Inst46,18,153,0.927
Standard,Inst46,19,116.4,0.971
Standard,Inst46,20,156.6,0.946
Standard,Inst46,21,150.9,0.931
Standard,Inst46,22,151.1,0.942
Standard,Inst46,23,138.1,0.934
Standard,Inst46,24,166.9,0.97
Standard,Inst46,25,151.1,0.965
Standard,Inst46,26,185.2,0.956
Standard,Inst46,27,118.8,0.926
Standard,Inst46,28,134.7,0.947
Standard,Inst46,29,139.5,0.979
Standard,Inst46,30,131.8,0.972
Standard,Inst47,1,142.9,0.89
Standard,Inst47,2,143.7,0.904
Standard,Inst47,3,147,0.856
Standard,Inst47,4,155.5,0.937
Standard,Inst47,5,155.8,0.897
Standard,Inst47,6,143.7,0.891
Standard,Inst47,7,121.2,0.94
Standard,Inst47,8,116.9,0.933
Standard,Inst47,9,154.9,0.885
Standard,Inst47,10,138.7,0.897
Standard,Inst47,11,140.3,0.909
Standard,Inst47,12,134.6,0.871
Standard,Inst47,13,127.3,0.865
Standard,Inst47,14,125.2,0.874
Standard,Inst47,15,132.5,0.879
Standard,Inst47,16,116.3,0.901
Standard,Inst47,17,130.5,0.881
Standard,Inst47,18,113.2,0.889
Standard,Inst47,19,149.8,0.9
Standard,Inst47,20,165.4,0.879
Standard,Inst47,21,142.5,0.922
Standard,Inst47,22,157.1,0.889
Standard,Inst47,23,163.2,0.913
Standard,Inst47,24,118.2,0.916
Standard,Inst47,25,88.27,0.92
Standard,Inst47,26,136,0.927
Standard,Inst47,27,178.1,0.926
Standard,Inst47,28,149.4,0.918
Standard,Inst47,29,141.2,0.921
Standard,Inst47,30,118.8,0.895
Standard,Inst48,1,118.4,0.939
Standard,Inst48,2,179.9,0.923
Standard,Inst48,3,170.5,0.906
Standard,Inst48,4,150.1,0.882
Standard,Inst48,5,184.5,0.908
Standard,Inst48,6,169.1,0.936
Standard,Inst48,7,204.9,0.901
Standard,Inst48,8,178.3,0.879
Standard,Inst48,9,194.9,0.897
Standard,Inst48,10,137.5,0.93
Standard,Inst48,11,195.5,0.917
Standard,Inst48,12,165.3,0.938
Standard,Inst48,13,184.3,0.897
Standard,Inst48,14,152.9,0.935
Standard,Inst48,15,160.4,0.934
Standard,Inst48,16,156.2,0.907
Standard,Inst48,17,177.9,0.911
Standard,Inst48,18,174.4,0.89
Standard,Inst48,19,145,0.913
Standard,Inst48,20,155.9,0.932
Standard,Inst48,21,168.5,0.953
Standard,Inst48,22,185.8,0.898
Standard,Inst48,23,211.5,0.92
Standard,Inst48,24,192.9,0.931
Standard,Inst48,25,147.5,0.901
Standard,Inst48,26,173.7,0.91
Standard,Inst48,27,164.6,0.882
Standard,Inst48,28,158.6,0.899
Standard,Inst48,29,176.5,0.897
Standard,Inst48,30,177.6,0.923
Standard,Inst49,1,178.7,0.889
Standard,Inst49,2,214.2,0.894
Standard,Inst49,3,209.1,0.942
Standard,Inst49,4,179.7,0.889
Standard,Inst49,5,159.1,0.893
Standard,Inst49,6,178.7,0.904
Standard,Inst49,7,186.9,0.881
Standard,Inst49,8,174,0.894
Standard,Inst49,9,186.7,0.926
Standard,Inst49,10,185.7,0.913
Standard,Inst49,11,183.6,0.891
Standard,Inst49,12,179.6,0.895
Standard,Inst49,13,185.1,0.899
Standard,Inst49,14,199.9,0.883
Standard,Inst49,15,206.3,0.872
Standard,Inst49,16,157.8,0.875
Standard,Inst49,17,178.4,0.861
Standard,Inst49,18,202.2,0.905
Standard,Inst49,19,195.2,0.874
Standard,Inst49,20,193.5,0.905
Standard,Inst49,21,183,0.887
Standard,Inst49,22,215.2,0.907
Standard,Inst49,23,193.4,0.887
Standard,Inst49,24,170.8,0.905
Standard,Inst49,25,198.4,0.917
Standard,Inst49,26,184.6,0.893
Standard,Inst49,27,221.6,0.872
Standard,Inst49,28,195.2,0.914
Standard,Inst49,29,197.8,0.901
Standard,Inst49,30,151.5,0.972
Standard,Inst50,1,224.1,0.912
Standard,Inst50,2,233.7,0.895
Standard,Inst50,3,163.6,0.882
Standard,Inst50,4,225.5,0.877
Standard,Inst50,5,202.9,0.898
Standard,Inst50,6,186.8,0.918
Standard,Inst50,7,176,0.883
Standard,Inst50,8,210,0.885
Standard,Inst50,9,230.6,0.857
Standard,Inst50,10,205.4,0.905
Standard,Inst50,11,211.7,0.848
Standard,Inst50,12,235.5,0.894
Standard,Inst50,13,199.8,0.903
